OBJECTID,RID,GENERIC_CASE_ID,GENERIC_OFFENDER_ID,CHARGE_NUMBER,SENTENCE_YEAR,RACE,GENDER,AGE_GROUP,OFFENSE,OFFENSE_TYPE,HOMICIDE_TYPE,OFFENSE_SEVERITY_GROUP,SENTENCE_TYPE,SENTENCE_IMPOSED_MONTHS,SENTENCE_SUSPENDED_MONTHS,SENTENCE_TO_SERVE_MONTHS,SENTENCE_PROBATION_MONTHS,VVCA_AMT,FINE_AMT,RESTITUTION_AMT,FINE_SUSPENDED_AMT
18432,18432,6862935,3506561,1,2011,Black,F,41-50,Prison Breach,Other,,M9,Incarceration,5,0,5,0,100,,,
18433,18433,952309,3262135,1,2011,Black,M,18-21,Robbery,Violent,,M8,Incarceration,20,0,20,0,400,,,
18434,18434,7847318,5877723,1,2011,Black,M,18-21,Robbery,Violent,,M8,Short Split,24,24,1,36,100,,,
18435,18435,2843284,2372444,1,2011,Black,M,41-50,Attempt to Commit Robbery,Violent,,M8,Incarceration,10,0,10,0,100,,,
18436,18436,9956350,3799544,1,2011,Black,M,22-30,Distribution Of a Controlled Substance,Drug,,D3,Incarceration,14,0,14,0,100,,,
18437,18437,7495822,2317963,1,2011,Black,F,41-50,Unlawful Possession of Liquid PCP,Drug,,D3,Probation,6,6,0,18,100,,,
18438,18438,3677223,8752419,1,2011,Black,M,18-21,Burglary Two,Property,,M8,Incarceration,10,0,10,0,100,,,
18439,18439,4303375,4587978,1,2011,Black,M,18-21,Poss W/I to Dist a Controlled Substance,Drug,,D2,Short Split,24,18,6,36,100,0,0,0
18440,18440,4303375,4587978,3,2011,Black,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Short Split,10,4,6,36,100,0,0,0
18441,18441,1710413,1049804,1,2011,White,M,18-21,Assault with Significant Bodily Injury,Violent,,M8,Incarceration,6,0,6,0,100,,,
18442,18442,4699593,8844762,2,2011,Black,M,22-30,Unlawful Possession of Liquid PCP,Drug,,D3,Probation,6,6,0,6,100,,,
18443,18443,3730915,1862192,1,2011,Black,F,22-30,Distribution Of a Controlled Substance,Drug,,D3,Incarceration,20,0,20,0,100,,,
18444,18444,8675679,690614,2,2011,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D3,Incarceration,10,0,10,0,100,,,
18445,18445,3393649,2832816,1,2011,Black,M,22-30,Distribution Of a Controlled Substance,Drug,,D2,Long Split,30,22,8,12,150,,,
18446,18446,5086846,3600886,1,2011,Other or Unknown,M,51-60,Distribution Of a Controlled Substance,Drug,,D3,Probation,14,14,0,12,100,,,
18447,18447,899010,7667975,1,2011,Black,M,18-21,1st Degree Cruelty to Children,Violent,,M6,Incarceration,56,0,56,0,100,,,
18448,18448,383286,2439599,5,2011,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D3,Probation,12,12,0,12,100,,,
18449,18449,4304911,4932151,2,2011,Other or Unknown,,22-30,Unlawful Possession of a Firearm (Prior Conviction > 1 yr ),Weapon,,M7,Incarceration,24,0,24,0,400,,,
18450,18450,6212721,8257614,1,2011,Black,M,51-60,Distribution Of a Controlled Substance,Drug,,D3,Incarceration,12,0,12,0,100,,,
18451,18451,8168786,7110413,1,2011,Black,,31-40,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Probation,6,6,0,12,100,,,
18452,18452,9650566,4271185,1,2011,Black,M,22-30,Unlawful Possession of a Firearm (Prior Conviction > 1 yr ),Weapon,,M7,Incarceration,24,0,24,0,100,,,
18453,18453,2001961,4624705,1,2011,Black,M,15-17,Robbery,Violent,,M6,Short Split,24,23,1,60,100,,,
18454,18454,237804,8955606,1,2011,Black,M,18-21,Burglary Two,Property,,M7,Short Split,24,24,1,18,100,,,
18455,18455,7005092,4884700,1,2011,Black,M,41-50,Voluntary Manslaughter,Homicide,Voluntary Manslaughter,M3,Incarceration,156,0,156,0,100,,,
18456,18456,2968817,6050720,1,2011,Black,M,51-60,Burglary Two,Property,,M7,Incarceration,42,0,42,0,100,,,
18457,18457,5755169,7461539,1,2011,Black,M,18-21,Burglary Two,Property,,M7,Incarceration,25,0,25,0,100,,,
18458,18458,2552150,5833089,5,2011,Black,M,18-21,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,18,0,18,0,100,,,
18459,18459,6707493,6385,2,2011,Black,M,51-60,Conspiracy,Other,,M9,Probation,12,12,0,12,100,,,
18460,18460,4368923,3302523,1,2011,Other or Unknown,F,22-30,Destruction of Property over $200,Property,,M8,Probation,12,12,0,18,100,,,
18461,18461,3775990,3614863,1,2011,Black,M,31-40,Unlawful Possession of Liquid PCP,Drug,,D3,Probation,18,18,0,12,100,,,
18462,18462,3026523,7747464,1,2011,Black,M,18-21,Burglary Two,Property,,M8,Probation,12,12,0,12,100,,,
18463,18463,208603,5432563,1,2011,Black,M,18-21,Murder II,Homicide,Murder II,M2,Incarceration,216,0,216,0,100,0,0,0
18464,18464,1385288,1360677,1,2011,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D3,Probation,12,12,0,18,100,,,
18465,18465,7294556,8735471,1,2011,Black,F,41-50,Distribution Of a Controlled Substance,Drug,,D3,Short Split,18,12,6,24,100,,,
18466,18466,7292149,6891588,1,2011,Black,M,18-21,Assault W/I to Commit Robbery,Violent,,M5,Incarceration,36,0,36,0,100,0,0,0
18467,18467,3207333,1965469,1,2011,Black,M,18-21,Assault W/I to Commit Robbery,Violent,,M5,Incarceration,36,0,36,0,100,,,
18468,18468,1631280,6591483,5,2011,White,M,15-17,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,80,0,80,0,100,0,0,0
18469,18469,1631280,6591483,13,2011,White,M,15-17,Burglary One,Property,,M5,Incarceration,80,0,80,0,100,0,0,0
18470,18470,7221454,743968,1,2011,Black,M,18-21,Assault with Significant Bodily Injury,Violent,,M8,Incarceration,12,0,12,0,100,,,
18471,18471,2358077,3206778,1,2011,Black,M,31-40,Aggravated Assault Knowingly,Violent,,M6,Incarceration,64,0,64,0,100,0,0,0
18472,18472,7157204,8347496,1,2011,Black,M,51-60,Distribution Of a Controlled Substance,Drug,,D3,Incarceration,20,0,20,0,100,0,0,0
18473,18473,4478823,3957381,3,2011,Black,M,22-30,Unauthorized Use of A Vehicle,Property,,M8,Short Split,18,16,2,12,100,,,
18474,18474,223188,1413002,1,2011,Black,M,18-21,Burglary Two,Property,,M8,Short Split,18,18,1,18,100,,,
18475,18475,8301069,9070671,1,2011,Black,M,31-40,Distribution Of a Controlled Substance,Drug,,D3,Long Split,24,12,12,24,100,,,
18476,18476,2236524,868058,1,2011,Black,F,18-21,Aggravated Assault Knowingly,Violent,,M6,Incarceration,18,0,18,0,100,,1616,
18477,18477,3360014,6962339,1,2011,Black,M,51-60,Distribution Of a Controlled Substance,Drug,,D3,Incarceration,14,0,14,0,100,,,
18478,18478,7137112,1648471,1,2011,Black,M,41-50,Burglary Two,Property,,M7,Incarceration,30,0,30,0,100,,,
18479,18479,5935305,3161495,1,2011,Black,M,22-30,Attempt to Commit Robbery,Violent,,M8,Incarceration,12,0,12,0,100,,,
18480,18480,5935305,3161495,2,2011,Black,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Incarceration,24,0,24,0,100,,,
18481,18481,1585912,4490022,1,2011,Black,M,22-30,Distribution Of a Controlled Substance,Drug,,D2,Incarceration,20,0,20,0,100,,,
18482,18482,8583459,5569380,1,2011,Black,M,18-21,Assault W/I to Commit Robbery,Violent,,M6,Long Split,36,26,10,24,100,,,
18483,18483,6285021,469261,1,2011,Black,M,41-50,Unlawful Possession of Liquid PCP,Drug,,D3,Probation,18,18,0,24,100,,,
18484,18484,4657147,8343313,1,2011,Black,M,31-40,Attempt to Commit Robbery,Violent,,M8,Incarceration,24,0,24,0,100,,,
18485,18485,828900,8040569,1,2011,Black,M,22-30,Assault with Significant Bodily Injury,Violent,,M8,Probation,14,14,0,24,100,,,
18486,18486,1389900,4351139,1,2011,Black,M,22-30,Unlawful Possession of Liquid PCP,Drug,,D3,Short Split,8,8,1,12,100,,,
18487,18487,4123530,871794,1,2011,Black,M,18-21,Poss W/I to Dist a Controlled Substance,Drug,,D2,Short Split,12,12,1,18,100,,,
18488,18488,8252638,7403171,1,2011,Black,M,31-40,Bail Reform Act -Felony,Other,,M9,Incarceration,12,0,12,0,100,,,
18489,18489,6363670,8187285,1,2011,Black,M,18-21,Carry Dang Weapon-Outside Home/Business,Weapon,,M8,Short Split,14,8,6,36,100,,,
18490,18490,7848198,6883542,2,2011,White,M,18-21,Unlawful Possession of a Firearm (Prior Conviction > 1 yr ),Weapon,,M7,Incarceration,36,0,36,0,100,,,
18491,18491,3610293,9230846,2,2011,Black,M,51-60,Aggravated Assault Knowingly,Violent,,M6,Incarceration,24,0,24,0,100,,,
18492,18492,3930526,5596817,1,2011,Black,M,22-30,Unlawful Possession of a Firearm (Prior Conviction > 1 yr ),Weapon,,M7,Incarceration,48,0,48,0,750,,,
18493,18493,3022388,9362351,1,2011,Black,M,31-40,Prison Breach,Other,,M9,Incarceration,9,0,9,0,100,,,
18494,18494,5689169,9325822,1,2011,Black,M,31-40,Bail Reform Act -Felony,Other,,M9,Long Split,16,8,8,12,100,0,0,0
18495,18495,4821061,3022270,2,2011,Black,M,18-21,Unlawful Possession of a Firearm (Prior Conviction > 1 yr ),Weapon,,M7,Long Split,18,6,12,18,100,,,
18496,18496,8370596,5108120,1,2011,Black,M,31-40,Distribution Of a Controlled Substance,Drug,,D3,Incarceration,20,0,20,0,100,,,
18497,18497,9671737,6849462,1,2011,Black,F,41-50,Distribution Of a Controlled Substance,Drug,,D3,Short Split,18,14,4,24,400,,,
18498,18498,4385495,6479984,1,2011,Black,M,18-21,Robbery,Violent,,M8,Incarceration,14,0,14,0,100,,200,
18499,18499,2222823,2898571,1,2011,Black,M,18-21,Robbery,Violent,,M8,Probation,18,18,0,18,100,,600,
18500,18500,9158330,6315199,1,2011,Black,M,41-50,Distribution Of a Controlled Substance,Drug,,D3,Probation,12,12,0,12,100,,,
18501,18501,2581613,7581343,1,2011,Black,M,31-40,Poss W/I to Dist a Controlled Substance,Drug,,D2,Short Split,24,18,6,12,100,,,
18502,18502,8763423,7306936,1,2011,Black,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Short Split,18,12,6,18,100,,,
18503,18503,3771868,1880235,1,2011,Black,M,31-40,Assault W/I to Kill,Violent,,M3,Incarceration,216,0,216,0,100,,,
18504,18504,3771868,1880235,3,2011,Black,M,31-40,Aggravated Assault Knowingly,Violent,,M4,Incarceration,216,0,216,0,100,,,
18505,18505,3771868,1880235,5,2011,Black,M,31-40,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,216,0,216,0,100,,,
18506,18506,3771868,1880235,6,2011,Black,M,31-40,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,60,0,60,0,100,,,
18507,18507,3771868,1880235,7,2011,Black,M,31-40,Unlawful Possession of a Firearm (Prior Conviction > 1 yr ),Weapon,,M7,Incarceration,36,0,36,0,100,,,
18508,18508,3771868,1880235,8,2011,Black,M,31-40,Carry Pistol W/O Lic -Prior Fel/CPWOL,Weapon,,M8,Incarceration,24,0,24,0,100,,,
18509,18509,2211698,3220978,1,2011,Black,M,31-40,First Degree Child Sex Abuse,Sex,,M3,Incarceration,168,0,168,0,100,,,
18510,18510,9387513,5056300,1,2011,Black,M,18-21,Carry Pistol W/O Lic -Prior Fel/CPWOL,Weapon,,M8,Incarceration,14,0,14,0,100,,,
18511,18511,9387513,5056300,2,2011,Black,M,18-21,Unlawful Possession of a Firearm (Prior Conviction > 1 yr ),Weapon,,M7,Incarceration,24,0,24,0,100,,,
18512,18512,4252996,5056300,1,2011,Black,M,18-21,Burglary One,Property,,M3,Incarceration,120,0,120,0,100,,,
18513,18513,4252996,5056300,2,2011,Black,M,18-21,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,30,0,30,0,100,,,
18514,18514,289744,9132434,1,2011,Black,M,22-30,Fraud 1st Deg $1000 or More,Other,,M9,Probation,12,12,0,48,400,,13608,
18515,18515,5788632,9904679,1,2011,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D1,Incarceration,72,0,72,0,450,,,
18516,18516,5788632,9904679,2,2011,Black,M,22-30,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,84,0,84,0,450,,,
18517,18517,5788632,9904679,3,2011,Black,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Incarceration,30,0,30,0,450,,,
18518,18518,5788632,9904679,4,2011,Black,M,22-30,Unlawful Possession of a Firearm (Prior Conviction > 1 yr ),Weapon,,M7,Incarceration,12,0,12,0,150,,,
18519,18519,5519071,9732927,1,2011,Black,M,22-30,Distribution Of a Controlled Substance,Drug,,D3,Short Split,15,13,1,18,100,0,0,0
18520,18520,1935625,2993939,2,2011,Black,M,22-30,Unlawful Possession of a Firearm (Prior Conviction > 1 yr ),Weapon,,M7,Incarceration,24,0,24,0,100,0,0,0
18521,18521,5373337,7390682,1,2011,Black,M,31-40,Poss W/I to Dist a Controlled Substance,Drug,,D3,Short Split,24,21,3,36,450,,,
18522,18522,8921959,5804031,1,2011,Black,M,18-21,Assault with Significant Bodily Injury,Violent,,M8,Short Split,10,5,5,36,100,,,
18523,18523,383490,7827311,1,2011,Black,,22-30,Unlawful Introduction of Contraband Into Penal Institution,Other,,M8,Short Split,12,9,3,12,100,,,
18524,18524,383490,7827311,5,2011,Black,,22-30,Bribery,Other,,M8,Long Split,18,9,9,12,100,,,
18525,18525,1601225,5817642,1,2011,Black,M,31-40,Threat to Kidnap or Injure a Person,Violent,,M8,Incarceration,18,0,18,0,100,,,
18526,18526,7262423,5345030,2,2011,Black,M,22-30,Unlawful Possession of a Firearm (Prior Conviction > 1 yr ),Weapon,,M7,Long Split,15,3,12,12,100,0,0,0
18527,18527,6181824,3830745,1,2011,Black,M,31-40,Voluntary Manslaughter,Homicide,Voluntary Manslaughter,M3,Incarceration,156,0,156,0,100,,,
18528,18528,9644642,4578884,2,2011,Black,M,31-40,Unlawful Possession of Liquid PCP,Drug,,D3,Short Split,24,18,6,24,450,,,
18529,18529,9644642,4578884,4,2011,Black,M,31-40,Offenses Committed During Release,Other,,M9,Short Split,24,18,6,24,450,,,
18530,18530,4346908,5899884,1,2011,Black,M,18-21,Robbery,Violent,,M6,Incarceration,36,0,36,0,100,,,
18531,18531,9822213,6097599,1,2011,Black,M,51-60,Bail Reform Act -Felony,Other,,M9,Incarceration,10,0,10,0,100,0,0,0
18532,18532,9880790,1256509,1,2011,Black,M,18-21,Robbery,Violent,,M5,Incarceration,48,0,48,0,100,,,
18533,18533,267942,8081931,1,2011,Black,M,18-21,Robbery,Violent,,M6,Short Split,24,24,1,24,250,0,0,0
18534,18534,594811,7636169,1,2011,Black,M,41-50,Prisoner Escape,Other,,M9,Incarceration,8,0,8,0,100,,,
18535,18535,5004400,5382382,1,2011,Black,M,41-50,Distribution Of a Controlled Substance,Drug,,D2,Probation,28,28,0,18,100,,,
18536,18536,9921664,890203,1,2011,Black,M,18-21,Distribution of Controlled Substance to Minor,Drug,,D3,Short Split,12,10,2,18,100,,,
18537,18537,9830536,5175407,1,2011,White,M,18-21,Robbery,Violent,,M5,Incarceration,48,0,48,0,100,,,
18538,18538,6413628,9133689,1,2011,Black,M,31-40,Poss W/I to Dist a Controlled Substance,Drug,,D3,Probation,10,10,0,12,100,,,
18539,18539,4291607,7859347,1,2011,Black,M,18-21,Attempt to Commit Robbery,Violent,,M8,Incarceration,14,0,14,0,100,,,
18540,18540,4291607,7859347,2,2011,Black,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Short Split,24,24,1,36,100,,,
18541,18541,7102926,9433854,1,2011,Black,M,51-60,Distribution Of a Controlled Substance,Drug,,D3,Probation,18,18,0,24,100,,,
18542,18542,5562672,5633480,1,2011,Black,M,51-60,First Degree Child Sex Abuse,Sex,,M3,Incarceration,180,0,180,0,100,,,
18543,18543,6984482,363532,1,2011,Black,M,41-50,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Probation,12,12,0,12,200,,,
18544,18544,6741883,5335834,1,2011,Other or Unknown,M,18-21,Robbery,Violent,,M5,Incarceration,42,0,42,0,100,,,
18545,18545,2737345,4282235,1,2011,Black,F,31-40,Unlawful Possession of Liquid PCP,Drug,,D3,Probation,6,6,0,6,100,,,
18546,18546,9531665,1335034,2,2011,Other or Unknown,,31-40,Unlawful Possession of Liquid PCP,Drug,,D3,Short Split,24,18,6,12,100,,,
18547,18547,6946628,5564389,1,2011,Black,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Short Split,14,14,1,18,100,0,0,0
18548,18548,6946628,5564389,2,2011,Black,M,22-30,Unlawful Possession of a Firearm (Prior Conviction > 1 yr ),Weapon,,M7,Long Split,26,2,24,18,100,0,0,0
18549,18549,7935678,5403074,1,2011,Other or Unknown,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Incarceration,9,0,9,0,100,,,
18550,18550,3614430,5054151,1,2011,Black,M,31-40,Distribution Of a Controlled Substance,Drug,,D3,Incarceration,6,0,6,0,100,0,0,0
18551,18551,5646168,4095249,1,2011,Black,F,22-30,Distribution Of a Controlled Substance,Drug,,D3,Probation,14,14,0,8,100,,,
18552,18552,231096,4506709,1,2011,Black,M,15-17,Robbery,Violent,,M5,Incarceration,36,0,36,0,100,,,
18553,18553,6409864,9950123,1,2011,Black,M,15-17,Robbery,Violent,,M5,Incarceration,48,0,48,0,100,,,
18554,18554,9060669,438452,1,2011,Black,,22-30,Distribution Of a Controlled Substance,Drug,,D2,Short Split,24,20,4,36,750,0,0,0
18555,18555,4204719,9952638,1,2011,Black,M,22-30,Distribution Of a Controlled Substance,Drug,,D2,Probation,24,24,0,24,100,,,
18556,18556,6486952,2200170,2,2011,Black,M,15-17,Unarmed Carjacking,Violent,,M5,Incarceration,96,0,96,0,100,,,
18557,18557,764488,9834288,1,2011,Black,M,31-40,Distribution Of a Controlled Substance,Drug,,D3,Incarceration,24,0,24,0,100,,,
18558,18558,8612025,3980281,1,2011,Black,M,31-40,Distribution Of a Controlled Substance,Drug,,D3,Incarceration,12,0,12,0,100,,,
18559,18559,9111741,3238340,1,2011,Black,M,18-21,Attempt to Commit Robbery,Violent,,M8,Incarceration,6,0,6,0,100,,,
18560,18560,4269734,3796928,1,2011,Black,M,41-50,Bail Reform Act -Felony,Other,,M9,Short Split,12,7,5,18,100,,,
18561,18561,6158445,9600445,2,2011,Black,M,31-40,Poss W/I to Dist a Controlled Substance,Drug,,D2,Long Split,16,1,15,12,100,,,
18562,18562,8977408,7704937,1,2011,Other or Unknown,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Probation,6,6,0,9,100,0,0,0
18563,18563,1823253,7937294,2,2011,Black,M,31-40,Unlawful Possession of Liquid PCP,Drug,,D3,Short Split,16,10,6,18,100,,,
18564,18564,1823253,7937294,5,2011,Black,M,31-40,Offenses Committed During Release,Other,,M9,Probation,20,20,0,18,100,,,
18565,18565,7667031,3432494,1,2011,Black,M,18-21,Burglary One,Property,,M3,Incarceration,90,0,90,0,100,,,
18566,18566,7667031,3432494,2,2011,Black,M,18-21,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,60,0,60,0,100,,,
18567,18567,7667031,3432494,3,2011,Black,M,18-21,Kidnapping,Violent,,M3,Incarceration,90,0,90,0,100,,,
18568,18568,7667031,3432494,4,2011,Black,M,18-21,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,60,0,60,0,100,,,
18569,18569,7667031,3432494,5,2011,Black,M,18-21,Robbery,Violent,,M5,Incarceration,36,0,36,0,100,,,
18570,18570,7667031,3432494,6,2011,Black,M,18-21,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,60,0,60,0,100,,,
18571,18571,7667031,3432494,7,2011,Black,M,18-21,Kidnapping,Violent,,M3,Incarceration,90,0,90,0,100,,,
18572,18572,7667031,3432494,8,2011,Black,M,18-21,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,60,0,60,0,100,,,
18573,18573,7667031,3432494,9,2011,Black,M,18-21,Robbery,Violent,,M5,Incarceration,36,0,36,0,100,,,
18574,18574,7667031,3432494,10,2011,Black,M,18-21,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,60,0,60,0,100,,,
18575,18575,7667031,3432494,11,2011,Black,M,18-21,Kidnapping,Violent,,M3,Incarceration,90,0,90,0,100,,,
18576,18576,7667031,3432494,12,2011,Black,M,18-21,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,60,0,60,0,100,,,
18577,18577,7667031,3432494,13,2011,Black,M,18-21,Attempt to Commit Robbery,Violent,,M6,Incarceration,18,0,18,0,100,,,
18578,18578,7667031,3432494,14,2011,Black,M,18-21,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,60,0,60,0,100,,,
18579,18579,7667031,3432494,15,2011,Black,M,18-21,Kidnapping,Violent,,M3,Incarceration,90,0,90,0,100,,,
18580,18580,7667031,3432494,16,2011,Black,M,18-21,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,60,0,60,0,100,,,
18581,18581,7667031,3432494,17,2011,Black,M,18-21,Attempt to Commit Robbery,Violent,,M6,Incarceration,18,0,18,0,100,,,
18582,18582,7667031,3432494,18,2011,Black,M,18-21,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,60,0,60,0,100,,,
18583,18583,1426596,2666125,1,2011,Other or Unknown,F,18-21,Burglary One,Property,,M3,Incarceration,90,0,90,0,100,,,
18584,18584,2164531,3920183,1,2011,Black,F,41-50,Distribution Of a Controlled Substance,Drug,,D3,Short Split,6,6,1,12,100,,,
18585,18585,3171930,9993517,1,2011,Black,M,18-21,Burglary One,Property,,M3,Incarceration,144,0,144,0,100,,,
18586,18586,3292248,6819350,1,2011,Black,M,41-50,Distribution Of a Controlled Substance,Drug,,D3,Incarceration,20,0,20,0,1500,,,
18587,18587,808769,6025039,2,2011,Other or Unknown,M,31-40,Unlawful Possession of Liquid PCP,Drug,,D3,Incarceration,14,0,14,0,100,,,
18588,18588,4727669,443752,1,2011,Other or Unknown,M,31-40,Distribution Of a Controlled Substance,Drug,,D2,Incarceration,24,0,24,0,100,,,
18589,18589,7264760,259235,1,2011,Black,M,18-21,Prison Breach,Other,,M9,Incarceration,10,0,10,0,100,,,
18590,18590,9169594,8330361,1,2011,Other or Unknown,M,41-50,Poss W/I to Dist a Controlled Substance,Drug,,D3,Incarceration,18,0,18,0,100,,,
18591,18591,3865903,5318225,1,2011,Black,M,31-40,First Degree Child Sex Abuse,Sex,,M3,Incarceration,210,0,210,0,500,,,
18592,18592,3865903,5318225,2,2011,Black,M,31-40,First Degree Child Sex Abuse,Sex,,M6,Incarceration,78,0,78,0,500,,,
18593,18593,2897159,5919776,1,2011,Other or Unknown,M,22-30,Distribution Of a Controlled Substance,Drug,,D3,Probation,12,12,0,18,100,,,
18594,18594,9001382,7085344,1,2011,Black,M,31-40,Distribution Of a Controlled Substance,Drug,,D2,Short Split,36,36,1,36,100,0,0,0
18595,18595,9001382,7085344,2,2011,Black,M,31-40,Offenses Committed During Release,Other,,M9,Short Split,14,14,1,36,0,0,0,0
18596,18596,4761339,17021,1,2011,Black,M,51-60,Distribution Of a Controlled Substance,Drug,,D3,Short Split,16,10,6,12,100,,,
18597,18597,3375420,8706125,1,2011,Black,M,31-40,Poss W/I to Dist a Controlled Substance,Drug,,D3,Probation,20,20,0,24,100,,,
18598,18598,5597324,535079,1,2011,Other or Unknown,M,22-30,Robbery,Violent,,M8,Incarceration,18,0,18,0,100,,,
18599,18599,1534364,3759001,1,2011,Black,M,18-21,Bail Reform Act -Felony,Other,,M9,Incarceration,12,0,12,0,500,,,
18600,18600,7429045,3759001,1,2011,Black,M,18-21,Robbery,Violent,,M5,Incarceration,84,0,84,0,100,,,
